,split0_test_mse,split1_test_mse,split2_test_mse,mean_test_mse,std_test_mse,rank_test_mse,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_n_epochs,param_biased,param_lr_all
0,0.9638103842852662,0.9776892382993507,0.9674238593015488,0.969641160628722,0.005878943559726814,36,0.9817384500391467,0.9887816939544091,0.9835770733915816,0.9846990724617125,0.00298283787105511,36,0.7846421444557757,0.7924262672305291,0.7893026839017874,0.7887903651960307,0.0031984365644597535,48,0.2705825964609782,0.005504329897021571,0.1220860481262207,0.0018661937467389683,"{'n_factors': 10, 'n_epochs': 10, 'biased': True, 'lr_all': 0.001}",10,10,True,0.001
1,0.8924351137548983,0.9040116563789318,0.9034630298041446,0.8999699333126582,0.005332627689088007,8,0.9446878393177813,0.9507952757449586,0.9505067226506841,0.9486632792378079,0.002813527754778119,8,0.7462280276976007,0.7532333940482266,0.7543045043526402,0.7512553086994892,0.0035816183516223514,12,0.2913805643717448,0.029686583833337023,0.12733721733093262,0.000956350148873069,"{'n_factors': 10, 'n_epochs': 10, 'biased': True, 'lr_all': 0.005}",10,10,True,0.005
2,0.878213259189677,0.8917302047185556,0.8959551425618039,0.8886328688233455,0.00756697753987046,2,0.9371303320188057,0.9443146746284078,0.9465490703401509,0.9426646923291214,0.00401829060525848,2,0.7382641752406055,0.7467275539974468,0.7510032290668882,0.7453316527683135,0.005293535572019515,3,0.2895812193552653,0.02692041641377827,0.15028278032938638,0.03875811637619972,"{'n_factors': 10, 'n_epochs': 10, 'biased': True, 'lr_all': 0.01}",10,10,True,0.01
3,1.109584323072573,1.1243859900518811,1.1319496222549228,1.1219733117931256,0.009288610020313663,60,1.0533680852734115,1.0603706852096022,1.0639312112420252,1.0592233272416796,0.004388031471105354,60,0.8171795523116752,0.8216812685890184,0.822635513050479,0.8204987779837242,0.0023791581031321384,59,0.27614466349283856,0.0014911571596100699,0.12825401624043783,0.006605750491490024,"{'n_factors': 10, 'n_epochs': 10, 'biased': True, 'lr_all': 0.1}",10,10,True,0.1
4,7.610817395389401,7.635061185354374,7.681825033677375,7.642567871473716,0.02947070778676871,72,2.7587709936472438,2.7631614475731188,2.7716105487022116,2.7645143299741917,0.005328305646622031,72,2.521559725557434,2.523775064920869,2.5342170026617246,2.526517264380009,0.005519143008896795,72,0.29360493024190265,0.03282413404696166,0.1191091537475586,0.0099120647317454,"{'n_factors': 10, 'n_epochs': 10, 'biased': False, 'lr_all': 0.001}",10,10,False,0.001
5,0.998145777230864,1.0000487178263389,1.0084642989414676,1.0022195979995567,0.004483489200604282,50,0.9990724584487674,1.0000243586164983,1.0042232316280417,1.0011066828977693,0.002237734788196069,50,0.7785451465876877,0.7821740554965613,0.7841334622141755,0.7816175547661416,0.002315108015123002,41,0.30586910247802734,0.02451651052126025,0.11380147933959961,0.0018404881027517066,"{'n_factors': 10, 'n_epochs': 10, 'biased': False, 'lr_all': 0.005}",10,10,False,0.005
6,0.9198592132708054,0.927973544474528,0.930615252687018,0.9261493368107838,0.004576672457956507,20,0.95909291169876,0.9633138348817212,0.9646840170164622,0.9623635878656477,0.00237940352638735,20,0.7542137759116243,0.7588140225116554,0.7603242179843254,0.7577840054692017,0.0025987274978044725,20,0.2749347686767578,0.003971400461017048,0.11767824490865071,0.0049413981744164176,"{'n_factors': 10, 'n_epochs': 10, 'biased': False, 'lr_all': 0.01}",10,10,False,0.01
7,1.4801555244595983,1.4988930313436526,1.4761599880866456,1.4850695146299655,0.009909870112740688,64,1.216616424539632,1.2242928699227373,1.2149732458316296,1.218627513431333,0.004061790015714027,64,0.9522765728758581,0.9530712670256662,0.9469776776578144,0.9507751725197795,0.00270476248099827,64,0.3069106737772624,0.04166912654696909,0.11190001169840495,0.0019465080009450437,"{'n_factors': 10, 'n_epochs': 10, 'biased': False, 'lr_all': 0.1}",10,10,False,0.1
8,0.9229766553291541,0.9349605631065268,0.930222936296704,0.9293867182441282,0.004928012234679994,24,0.9607167404230833,0.9669335877435051,0.9644806562584364,0.9640436614750083,0.0025567584922992553,24,0.7620537618954598,0.7692702491694552,0.7682334199682977,0.7665191436777375,0.0031857473790009192,29,0.604807456334432,0.07415071930070802,0.14209771156311035,0.03169616925715187,"{'n_factors': 10, 'n_epochs': 20, 'biased': True, 'lr_all': 0.001}",10,20,True,0.001
9,0.8807089504979382,0.894593902221617,0.8935776790716354,0.8896268439303969,0.006319535575085524,3,0.9384609477745668,0.9458297427241422,0.9452923775592583,0.9431943560193224,0.0033542068648935255,3,0.7402875234964547,0.747542614462143,0.7487612506156303,0.7455304628580759,0.0037405506172999993,5,0.5430661837259928,0.006129995507775505,0.12687420845031738,0.00040431685959073637,"{'n_factors': 10, 'n_epochs': 20, 'biased': True, 'lr_all': 0.005}",10,20,True,0.005
